,Date,Open,High,Low,Close,Volume
245,01/13/2020,219.31,220.98,218.98,220.95,"22,846,100"
246,01/10/2020,219.76,219.87,218.04,218.43,"21,914,631"
247,01/09/2020,218.91,219.41,217.71,218.99,"23,641,289"
248,01/08/2020,215.47,218.14,215.16,217.15,"26,464,211"
249,01/07/2020,215.64,216.14,214.85,215.53,"23,120,990"
250,01/06/2020,212.49,215.59,212.24,215.56,"21,726,990"
251,01/03/2020,213.29,215.47,213.28,214.18,"27,532,660"
252,01/02/2020,214.4,216.16,213.98,216.16,"31,014,900"
0,12/31/2021,399.66,401.06,397.34,397.85,"34,752,879"
1,12/30/2021,401.33,403.57,399.75,400.35,"23,850,070"
2,12/29/2021,401.75,403.05,399.11,401.55,"32,248,480"
3,12/28/2021,404.4,404.58,400.71,401.61,"33,113,730"
4,12/27/2021,398.25,403.48,398.22,403.48,"32,820,711"
5,12/23/2021,394.31,398.43,394.14,396.92,"29,595,539"
6,12/22/2021,388.91,394.16,388.23,393.95,"37,042,199"
7,12/21/2021,384.05,389.53,380.2,389.21,"48,899,480"
8,12/20/2021,379.57,381.5,377.47,380.69,"65,336,832"
9,12/17/2021,383.33,389.19,381.77,384.91,"81,642,852"
10,12/16/2021,398.04,398.48,385.21,386.84,"82,591,367"
11,12/15/2021,387.94,397.42,383.88,397.05,"73,858,031"
12,12/14/2021,387.3,390.09,383.63,388.2,"75,199,188"
13,12/13/2021,398.0,398.33,391.88,392.26,"50,166,406"
14,12/10/2021,396.62,398.28,393.36,398.01,"52,545,770"
15,12/09/2021,398.35,400.2,393.53,393.73,"49,973,711"
16,12/08/2021,398.17,399.82,396.22,399.61,"39,204,039"
17,12/07/2021,393.03,398.46,392.99,397.83,"56,005,262"
18,12/06/2021,383.63,387.6,379.3,386.2,"67,588,797"
19,12/03/2021,391.31,392.34,378.9,383.13,"105,349,102"
20,12/02/2021,385.8,391.74,384.34,389.91,"84,416,625"
21,12/01/2021,398.28,400.48,386.64,387.12,"78,379,250"
22,11/30/2021,398.78,401.19,391.75,393.82,"81,332,688"
23,11/29/2021,395.89,400.73,395.14,399.69,"54,447,113"
24,11/26/2021,396.11,397.54,389.77,391.2,"51,533,312"
25,11/24/2021,394.93,399.05,392.54,398.76,"46,954,379"
26,11/23/2021,398.11,400.23,392.92,397.48,"70,098,734"
27,11/22/2021,405.57,408.71,399.19,399.3,"61,715,367"
28,11/19/2021,403.43,405.3,402.58,403.99,"45,191,719"
29,11/18/2021,399.73,402.27,397.45,401.75,"45,721,520"
30,11/17/2021,397.75,399.72,396.64,397.63,"28,703,260"
31,11/16/2021,393.86,397.93,393.66,397.42,"27,872,939"
32,11/15/2021,395.91,396.24,392.1,394.61,"33,716,859"
33,11/12/2021,391.77,395.25,390.13,394.7,"34,730,559"
34,11/11/2021,392.57,392.75,390.24,390.59,"32,242,980"
35,11/10/2021,392.47,395.36,387.53,389.51,"54,937,391"
36,11/09/2021,399.16,399.57,393.92,395.32,"50,490,719"
37,11/08/2021,398.57,399.62,397.4,398.06,"29,256,270"
38,11/05/2021,400.04,400.99,397.16,398.6,"43,383,801"
39,11/04/2021,394.48,399.2,393.92,398.22,"40,265,312"
40,11/03/2021,389.55,393.61,388.48,393.18,"33,748,898"
41,11/02/2021,386.8,389.54,386.75,389.05,"25,135,289"
42,11/01/2021,386.56,387.56,384.42,387.43,"30,765,301"
43,10/29/2021,381.06,386.28,380.7,386.11,"37,310,121"
44,10/28/2021,381.95,384.48,381.16,384.22,"38,007,008"
45,10/27/2021,379.58,383.15,379.31,380.0,"45,760,500"
46,10/26/2021,380.23,382.71,377.91,379.12,"47,191,281"
47,10/25/2021,375.56,378.87,373.56,377.93,"32,597,801"
48,10/22/2021,375.98,376.97,372.39,374.1,"36,275,820"
49,10/21/2021,374.16,377.47,373.85,377.27,"25,469,279"
50,10/20/2021,375.94,376.57,373.46,374.98,"31,390,340"
51,10/19/2021,373.75,375.52,372.7,375.47,"29,090,961"
52,10/18/2021,367.61,372.87,366.99,372.65,"34,513,512"
53,10/15/2021,367.88,369.06,366.82,368.94,"40,419,879"
54,10/14/2021,363.69,366.85,363.01,366.63,"43,433,871"
55,10/13/2021,359.51,360.69,357.43,360.0,"40,120,801"
56,10/12/2021,359.88,360.33,356.48,357.14,"43,905,102"
57,10/11/2021,359.58,363.2,358.3,358.39,"34,847,180"
58,10/08/2021,364.08,364.32,360.61,361.16,"41,822,312"
59,10/07/2021,362.8,365.69,362.25,362.97,"39,411,168"
60,10/06/2021,354.08,359.95,353.15,359.67,"56,806,539"
61,10/05/2021,353.71,359.69,353.48,357.38,"47,232,898"
62,10/04/2021,358.52,358.86,350.32,352.62,"76,766,008"
63,10/01/2021,358.6,361.25,354.38,360.18,"56,375,488"
64,09/30/2021,360.97,362.68,357.1,357.96,"61,384,578"
65,09/29/2021,361.17,363.37,358.64,359.28,"58,076,621"
66,09/28/2021,365.67,370.3,359.35,359.87,"97,701,633"
67,09/27/2021,370.2,371.25,367.73,370.35,"43,338,078"
68,09/24/2021,370.65,373.76,370.27,373.33,"36,056,801"
69,09/23/2021,370.76,374.04,370.1,372.98,"44,652,000"
70,09/22/2021,367.09,371.07,365.96,369.57,"46,972,922"
71,09/21/2021,367.58,368.81,364.99,366.15,"41,927,480"
72,09/20/2021,367.46,369.25,360.93,365.7,"76,203,203"
73,09/17/2021,377.82,377.87,372.76,373.83,"60,912,273"
74,09/16/2021,376.68,378.9,374.7,378.31,"35,193,078"
75,09/15/2021,375.73,378.41,373.37,378.05,"34,097,871"
76,09/14/2021,377.86,378.61,374.28,375.26,"41,826,621"
77,09/13/2021,378.99,379.43,374.22,376.33,"48,741,781"
78,09/10/2021,381.23,381.97,376.25,376.59,"40,249,406"
79,09/09/2021,381.01,382.15,379.22,379.47,"29,398,980"
80,09/08/2021,381.93,381.93,378.45,380.78,"32,949,160"
81,09/07/2021,381.68,382.78,380.49,382.11,"23,970,199"
82,09/03/2021,379.22,381.98,379.2,381.57,"24,624,939"
83,09/02/2021,381.97,382.31,379.15,380.4,"25,503,539"
84,09/01/2021,381.04,382.71,380.37,380.58,"28,138,311"
85,08/31/2021,380.51,380.58,378.36,379.95,"29,628,180"
86,08/30/2021,376.85,380.76,376.83,380.26,"27,295,670"
87,08/27/2021,373.07,376.56,372.57,376.04,"27,104,750"
88,08/26/2021,373.92,374.62,371.97,372.42,"29,133,330"
89,08/25/2021,374.63,375.39,373.86,374.8,"20,441,881"
90,08/24/2021,373.84,374.99,373.36,374.37,"21,732,910"
91,08/23/2021,368.8,373.94,368.79,373.23,"34,034,738"
92,08/20/2021,365.06,368.14,364.74,367.73,"39,486,031"
93,08/19/2021,360.22,365.68,359.96,363.96,"48,499,367"
94,08/18/2021,365.18,366.62,361.87,362.21,"38,541,941"
95,08/17/2021,366.15,367.15,363.23,365.73,"44,793,898"
96,08/16/2021,367.67,369.02,363.7,368.98,"35,044,113"
97,08/13/2021,367.89,369.16,367.38,368.82,"19,336,189"
98,08/12/2021,365.69,367.9,364.3,367.53,"26,003,881"
99,08/11/2021,368.14,368.65,364.84,366.21,"34,249,809"
100,08/10/2021,369.26,369.56,365.62,366.84,"35,130,801"
101,08/09/2021,368.52,369.27,367.39,368.73,"25,960,250"
102,08/06/2021,368.37,369.37,366.91,368.05,"33,332,109"
103,08/05/2021,368.18,369.91,367.45,369.67,"21,443,930"
104,08/04/2021,366.77,368.32,365.63,367.34,"29,602,240"
105,08/03/2021,365.28,366.93,362.0,366.81,"35,558,512"
106,08/02/2021,366.28,366.88,363.87,364.6,"27,334,100"
107,07/30/2021,362.44,365.17,362.41,364.57,"36,484,648"
108,07/29/2021,365.25,367.68,365.25,366.48,"25,672,529"
109,07/28/2021,365.6,367.45,363.24,365.83,"42,066,199"
110,07/27/2021,368.22,368.22,360.16,364.43,"57,933,152"
111,07/26/2021,367.49,368.89,366.6,368.49,"28,438,131"
112,07/23/2021,365.31,368.49,363.92,368.2,"31,960,801"
113,07/22/2021,361.77,363.96,361.77,363.95,"30,252,240"
114,07/21/2021,358.35,361.56,358.12,361.56,"30,259,859"
115,07/20/2021,355.63,360.28,353.8,358.79,"42,183,699"
116,07/19/2021,354.05,355.18,352.04,354.67,"64,404,633"
117,07/16/2021,361.4,362.41,357.24,357.6,"47,261,961"
118,07/15/2021,362.98,363.19,358.46,360.52,"53,391,559"
119,07/14/2021,364.83,365.49,362.22,363.07,"35,336,352"
120,07/13/2021,362.03,365.47,361.54,362.42,"39,723,020"
121,07/12/2021,362.45,362.89,360.83,362.42,"25,717,680"
122,07/09/2021,358.17,361.5,357.57,361.01,"35,184,527"
123,07/08/2021,355.74,359.65,354.42,358.77,"50,890,020"
124,07/07/2021,362.45,362.76,358.94,360.95,"35,265,238"
125,07/06/2021,359.26,360.48,356.49,360.19,"38,842,398"
126,07/02/2021,356.52,358.97,356.28,358.64,"32,727,240"
127,07/01/2021,354.07,355.09,352.68,354.57,"29,289,980"
128,06/30/2021,354.83,355.23,353.83,354.43,"32,723,961"
129,06/29/2021,353.53,355.02,352.67,354.99,"29,426,039"
130,06/28/2021,350.78,353.85,350.72,353.71,"39,130,312"
131,06/25/2021,350.47,350.72,348.84,349.46,"28,682,801"
132,06/24/2021,349.73,351.46,349.17,349.89,"32,581,609"
133,06/23/2021,347.51,348.92,346.88,347.74,"27,188,449"
134,06/22/2021,344.15,348.03,343.84,347.57,"28,941,631"
135,06/21/2021,342.43,344.69,340.15,344.36,"32,992,648"
136,06/18/2021,343.63,344.81,341.86,342.63,"55,414,859"
137,06/17/2021,339.97,346.38,339.92,345.34,"59,722,699"
138,06/16/2021,342.74,343.84,337.45,341.01,"55,399,539"
139,06/15/2021,344.15,344.47,341.52,342.26,"35,963,781"
140,06/14/2021,341.68,344.52,340.46,344.51,"27,827,721"
141,06/11/2021,340.36,341.25,339.69,341.24,"21,222,830"
142,06/10/2021,337.19,340.46,336.73,340.35,"33,702,070"
143,06/09/2021,338.17,338.97,336.65,336.84,"21,485,320"
144,06/08/2021,338.4,339.29,335.03,336.76,"27,282,820"
145,06/07/2021,335.05,336.66,334.34,336.6,"32,611,850"
146,06/04/2021,331.85,336.06,331.78,335.6,"38,736,551"
147,06/03/2021,330.55,331.86,328.28,330.0,"37,057,832"
148,06/02/2021,333.25,334.34,331.7,333.47,"22,047,939"
149,06/01/2021,335.3,335.79,331.43,332.82,"31,145,420"
150,05/28/2021,334.12,335.57,333.6,333.93,"29,927,449"
151,05/27/2021,333.67,334.54,332.67,332.88,"27,931,750"
152,05/26/2021,333.66,334.61,332.95,334.13,"25,444,930"
153,05/25/2021,334.07,334.81,331.76,332.97,"31,280,311"
154,05/24/2021,329.37,333.67,326.9,332.51,"32,475,770"
155,05/21/2021,330.43,330.86,326.64,327.01,"50,330,449"
156,05/20/2021,324.12,329.71,323.89,328.83,"46,466,141"
157,05/19/2021,316.66,322.9,316.3,322.59,"66,319,109"
158,05/18/2021,325.39,326.65,321.94,322.22,"36,528,449"
159,05/17/2021,324.63,326.37,321.45,324.41,"39,187,121"
160,05/14/2021,322.6,327.33,322.08,326.39,"44,370,020"
161,05/13/2021,319.92,322.4,316.9,319.34,"69,877,766"
162,05/12/2021,320.23,322.62,316.0,316.89,"91,164,867"
163,05/11/2021,319.7,326.13,319.02,325.31,"71,963,609"
164,05/10/2021,332.78,332.96,325.55,325.76,"60,700,461"
165,05/07/2021,334.37,336.65,331.69,334.2,"53,324,461"
166,05/06/2021,328.76,331.67,326.45,331.51,"46,814,281"
167,05/05/2021,332.25,333.14,328.23,329.03,"46,219,312"
168,05/04/2021,333.56,333.89,326.21,330.14,"65,146,969"
169,05/03/2021,339.23,340.0,335.73,336.19,"29,729,730"
170,04/30/2021,337.7,340.26,337.05,337.99,"38,263,422"
171,04/29/2021,342.37,342.8,336.9,340.22,"37,708,879"
172,04/28/2021,339.81,340.85,338.33,339.0,"33,615,699"
173,04/27/2021,341.93,342.15,339.17,340.15,"33,187,180"
174,04/26/2021,339.67,341.92,338.9,341.63,"30,811,971"
175,04/23/2021,335.85,340.77,335.85,339.42,"36,414,922"
176,04/22/2021,338.89,339.9,334.01,335.2,"45,936,141"
177,04/21/2021,335.09,339.48,333.97,339.29,"36,598,078"
178,04/20/2021,338.2,339.52,334.38,336.41,"38,081,820"
179,04/19/2021,340.39,341.58,336.9,338.88,"34,533,129"
180,04/16/2021,342.15,342.23,340.08,342.01,"40,860,102"
181,04/15/2021,339.47,342.01,336.22,341.61,"36,342,820"
182,04/14/2021,340.85,340.98,335.67,336.51,"42,564,340"
183,04/13/2021,338.24,341.08,338.02,340.6,"30,374,029"
184,04/12/2021,336.04,337.1,334.73,336.67,"25,833,010"
185,04/09/2021,333.68,337.32,332.92,337.11,"36,664,887"
186,04/08/2021,334.56,335.27,333.74,335.08,"29,940,801"
187,04/07/2021,330.33,332.48,329.37,331.62,"32,046,381"
188,04/06/2021,330.73,332.83,330.02,330.82,"33,537,211"
189,04/05/2021,327.13,331.84,324.64,331.05,"42,172,480"
190,04/01/2021,323.07,324.71,322.81,324.57,"55,685,602"
191,03/31/2021,316.16,320.74,315.81,319.13,"55,032,539"
192,03/30/2021,313.89,314.91,311.54,314.32,"44,635,680"
193,03/29/2021,315.45,316.99,312.47,315.91,"54,607,961"
194,03/26/2021,311.11,316.33,309.67,316.0,"63,519,633"
195,03/25/2021,309.97,312.89,307.39,311.33,"78,729,008"
196,03/24/2021,318.63,318.67,311.72,311.87,"64,803,727"
197,03/23/2021,319.73,321.09,316.38,317.22,"53,455,406"
198,03/22/2021,315.21,320.74,315.21,318.61,"56,194,762"
199,03/19/2021,311.87,314.73,309.66,313.14,"78,446,203"
200,03/18/2021,316.87,317.88,311.57,312.04,"82,942,273"
201,03/17/2021,317.45,323.85,315.68,321.9,"78,258,727"
202,03/16/2021,321.09,324.2,319.1,320.58,"54,925,898"
203,03/15/2021,315.79,319.0,314.1,318.83,"43,123,180"
204,03/12/2021,313.86,318.23,311.39,315.46,"69,315,602"
205,03/11/2021,315.77,319.86,314.85,318.04,"53,484,801"
206,03/10/2021,316.16,316.47,310.17,310.88,"76,798,070"
207,03/09/2021,307.47,313.73,306.92,311.77,"80,391,109"
208,03/08/2021,308.12,310.06,299.51,299.94,"88,409,773"
209,03/05/2021,306.8,309.61,297.45,308.68,"121,523,695"
210,03/04/2021,308.78,312.04,300.11,304.1,"139,131,594"
211,03/03/2021,317.27,318.24,309.1,309.16,"86,301,070"
212,03/02/2021,324.25,324.33,318.14,318.4,"48,370,031"
213,03/01/2021,319.27,323.94,317.94,323.59,"49,164,520"
214,02/26/2021,315.85,319.11,310.88,314.14,"104,739,797"
215,02/25/2021,321.39,324.03,311.24,312.83,"110,182,602"
216,02/24/2021,318.74,324.45,315.96,324.13,"58,206,273"
217,02/23/2021,317.0,323.2,311.0,321.48,"97,241,938"
218,02/22/2021,326.5,327.8,322.23,322.44,"47,256,941"
219,02/19/2021,333.86,333.99,329.97,331.02,"39,157,680"
220,02/18/2021,330.23,333.87,328.36,332.47,"32,236,240"
221,02/17/2021,332.47,335.66,330.17,333.93,"31,467,461"
222,02/16/2021,337.27,338.19,334.34,335.54,"27,080,779"
223,02/12/2021,333.71,336.62,332.63,336.45,"20,346,820"
224,02/11/2021,334.33,335.0,332.12,334.58,"22,046,070"
225,02/10/2021,334.99,335.46,329.5,332.75,"28,068,699"
226,02/09/2021,332.62,334.81,332.61,333.51,"17,597,480"
227,02/08/2021,333.1,333.74,331.41,333.58,"20,462,811"
228,02/05/2021,331.22,332.4,329.53,331.36,"22,731,961"
229,02/04/2021,327.82,330.33,326.46,330.24,"22,350,949"
230,02/03/2021,329.82,330.2,326.32,326.38,"24,824,520"
231,02/02/2021,325.48,328.87,325.31,327.68,"33,930,840"
232,02/01/2021,318.11,323.54,316.02,322.42,"35,646,008"
233,01/29/2021,319.58,320.72,312.76,314.56,"55,259,020"
234,01/28/2021,320.67,326.42,320.03,321.32,"42,836,320"
235,01/27/2021,326.26,326.27,317.36,319.43,"55,263,992"
236,01/26/2021,328.85,329.76,327.22,328.59,"25,498,109"
237,01/25/2021,328.91,330.32,321.41,328.11,"39,080,641"
238,01/22/2021,325.29,326.46,324.71,325.42,"21,609,439"
239,01/21/2021,325.15,327.13,323.73,326.36,"25,316,939"
240,01/20/2021,320.14,324.74,316.51,323.77,"30,728,100"
241,01/19/2021,314.25,316.93,313.12,316.41,"24,537,051"
242,01/15/2021,314.13,315.12,310.58,311.86,"35,118,719"
243,01/14/2021,316.5,317.53,313.86,314.35,"23,500,131"
244,01/13/2021,314.19,316.86,313.57,316.04,"22,898,420"
245,01/12/2021,314.46,315.58,311.2,313.92,"29,266,760"
246,01/11/2021,315.98,317.19,313.75,314.42,"32,869,102"
247,01/08/2021,317.34,319.39,315.08,319.03,"33,955,848"
248,01/07/2021,310.28,315.84,310.25,314.98,"30,394,830"
249,01/06/2021,307.0,311.88,305.98,307.54,"52,809,621"
250,01/05/2021,308.29,312.14,308.29,311.86,"29,323,410"
251,01/04/2021,315.11,315.29,305.18,309.31,"45,305,898"
0,12/30/2022,263.62,266.41,262.29,266.28,"37,858,281"
1,12/29/2022,262.96,267.41,262.25,266.44,"45,893,566"
2,12/28/2022,263.17,265.47,259.73,260.1,"47,139,039"
3,12/27/2022,266.74,266.85,263.03,263.58,"38,009,008"
4,12/23/2022,265.47,268.04,263.53,267.36,"39,373,578"
5,12/22/2022,270.38,270.51,262.46,266.76,"60,278,379"
6,12/21/2022,270.6,274.78,269.74,273.45,"46,394,688"
7,12/20/2022,268.56,271.32,266.95,269.54,"51,064,199"
8,12/19/2022,273.87,273.96,268.49,269.75,"44,167,922"
9,12/16/2022,276.2,277.77,272.61,274.25,"68,300,352"
10,12/15/2022,282.33,283.01,275.67,276.89,"60,554,121"
11,12/14/2022,288.05,291.41,283.19,286.51,"64,984,434"
12,12/13/2022,296.65,296.88,285.91,288.65,"80,667,680"
13,12/12/2022,282.22,285.64,281.16,285.58,"35,732,520"
14,12/09/2022,282.81,285.64,281.59,282.04,"47,860,488"
15,12/08/2022,281.91,284.84,279.79,283.85,"42,594,910"
16,12/07/2022,280.47,282.57,278.78,280.53,"45,614,246"
17,12/06/2022,287.48,287.62,280.26,281.68,"53,937,609"
18,12/05/2022,290.38,291.68,286.15,287.64,"41,482,121"
19,12/02/2022,288.54,293.45,288.36,292.55,"53,583,168"
20,12/01/2022,293.69,295.75,290.88,293.72,"51,547,328"
21,11/30/2022,280.84,293.47,279.97,293.36,"74,718,086"
22,11/29/2022,282.94,283.35,279.17,280.57,"35,618,879"
23,11/28/2022,284.9,286.96,281.76,282.71,"38,877,047"
24,11/25/2022,287.19,287.91,286.42,286.92,"15,498,800"
25,11/23/2022,285.97,289.46,285.79,288.82,"46,389,969"
26,11/22/2022,282.64,286.11,280.46,285.95,"41,873,441"
27,11/21/2022,283.4,284.58,281.04,281.89,"40,083,527"
28,11/18/2022,287.89,287.99,282.32,284.82,"53,588,633"
29,11/17/2022,280.88,286.32,280.72,284.81,"55,462,078"
30,11/16/2022,287.39,289.48,284.6,285.44,"48,859,801"
31,11/15/2022,292.21,293.26,285.97,289.39,"73,985,367"
32,11/14/2022,285.86,289.22,284.44,285.44,"55,080,047"
33,11/11/2022,282.56,288.64,281.19,287.96,"66,961,750"
34,11/10/2022,276.01,283.05,273.85,282.75,"99,256,688"
35,11/09/2022,267.76,268.56,263.03,263.32,"64,862,129"
36,11/08/2022,269.14,272.85,265.52,269.54,"63,213,793"
37,11/07/2022,265.75,268.14,263.57,267.59,"47,333,832"
38,11/04/2022,265.53,266.61,259.08,264.68,"78,313,211"
39,11/03/2022,263.01,264.5,260.1,260.49,"70,038,898"
40,11/02/2022,275.08,278.21,265.61,265.68,"79,803,133"
41,11/01/2022,281.5,282.07,274.74,275.11,"45,895,898"
42,10/31/2022,278.92,279.76,275.99,277.95,"47,741,953"
43,10/28/2022,272.23,281.7,272.06,281.22,"62,651,312"
44,10/27/2022,276.79,278.28,272.34,272.87,"57,760,301"
45,10/26/2022,278.46,283.98,277.43,277.93,"63,898,246"
46,10/25/2022,279.41,284.6,277.9,284.21,"59,014,488"
47,10/24/2022,275.69,279.4,271.97,278.45,"63,963,566"
48,10/21/2022,267.98,275.97,266.82,275.42,"77,897,688"
49,10/20/2022,269.58,274.84,267.92,269.11,"60,605,500"
50,10/19/2022,269.93,273.68,268.07,270.49,"53,115,406"
51,10/18/2022,276.53,277.21,268.74,271.48,"69,781,000"
52,10/17/2022,266.84,270.24,266.74,269.35,"64,576,449"
53,10/14/2022,271.2,271.81,260.14,260.74,"77,244,305"
54,10/13/2022,255.16,270.17,254.26,268.82,"112,894,094"
55,10/12/2022,263.4,265.36,261.95,262.66,"50,580,180"
56,10/11/2022,264.7,267.63,261.03,262.75,"66,522,516"
57,10/10/2022,269.3,269.7,263.64,266.41,"60,392,992"
58,10/07/2022,275.02,275.15,267.74,269.1,"71,354,672"
59,10/06/2022,280.96,284.18,279.43,279.76,"53,489,406"
60,10/05/2022,278.28,283.81,275.42,281.98,"55,766,320"
61,10/04/2022,278.99,282.85,278.99,282.13,"66,696,930"
62,10/03/2022,269.07,275.16,267.53,273.53,"61,267,449"
63,09/30/2022,271.03,275.19,267.1,267.26,"78,482,383"
64,09/29/2022,275.86,276.25,268.84,271.87,"81,215,961"
65,09/28/2022,274.46,281.25,272.95,279.94,"79,652,141"
66,09/27/2022,277.81,280.21,272.11,274.48,"69,780,117"
67,09/26/2022,275.03,279.49,273.56,274.37,"71,176,688"
68,09/23/2022,277.55,277.85,272.02,275.51,"74,815,195"
69,09/22/2022,282.0,283.03,278.82,280.07,"62,757,070"
70,09/21/2022,289.59,293.95,283.42,283.56,"82,930,961"
71,09/20/2022,288.49,291.07,286.38,288.73,"51,271,121"
72,09/19/2022,286.1,291.21,286.04,291.05,"52,613,832"
73,09/16/2022,287.72,289.72,285.62,289.32,"79,920,391"
74,09/15/2022,294.07,296.53,289.46,291.1,"65,299,406"
75,09/14/2022,294.87,296.93,293.06,296.03,"54,907,199"
76,09/13/2022,301.8,303.02,292.79,293.7,"79,562,172"
77,09/12/2022,308.5,311.08,308.18,310.74,"45,905,738"
78,09/09/2022,302.83,307.6,300.52,307.09,"56,125,219"
79,09/08/2022,296.85,301.87,295.45,300.52,"55,649,820"
80,09/07/2022,293.54,299.99,293.27,298.97,"49,260,379"
81,09/06/2022,295.66,296.6,290.87,293.05,"57,005,441"
82,09/02/2022,302.34,303.75,293.52,295.17,"64,666,840"
83,09/01/2022,296.72,299.78,292.95,299.4,"57,990,754"
84,08/31/2022,303.99,304.91,299.16,299.27,"50,044,039"
85,08/30/2022,306.1,306.73,298.44,301.02,"51,184,500"
86,08/29/2022,304.62,307.22,303.28,304.41,"48,321,848"
87,08/26/2022,320.28,321.51,307.35,307.44,"69,047,742"
88,08/25/2022,316.83,320.6,315.76,320.58,"38,098,262"
89,08/24/2022,313.61,316.87,312.99,315.01,"38,057,059"
90,08/23/2022,314.12,317.0,313.33,314.1,"39,497,070"
91,08/22/2022,318.5,318.74,313.53,314.36,"51,098,887"
92,08/19/2022,326.17,326.84,322.08,322.86,"51,770,566"
93,08/18/2022,328.44,330.49,326.79,329.28,"41,937,168"
94,08/17/2022,329.07,331.43,326.36,328.49,"47,842,160"
95,08/16/2022,332.06,334.42,329.16,332.28,"41,186,859"
96,08/15/2022,329.42,333.57,329.4,333.06,"38,266,609"
97,08/12/2022,326.18,330.59,325.1,330.39,"40,928,379"
98,08/11/2022,328.31,330.36,323.36,324.08,"45,897,648"
99,08/10/2022,324.59,326.23,322.06,325.93,"51,459,559"
100,08/09/2022,318.77,319.03,315.42,317.08,"39,764,219"
101,08/08/2022,322.69,326.47,319.21,320.71,"44,066,301"
102,08/05/2022,319.19,323.83,318.39,321.75,"53,893,969"
103,08/04/2022,322.97,324.72,320.77,324.4,"38,973,660"
104,08/03/2022,316.05,323.73,315.99,322.89,"53,735,727"
105,08/02/2022,312.92,318.55,311.84,314.33,"48,676,500"
106,08/01/2022,313.65,318.81,312.53,315.27,"46,358,832"
107,07/29/2022,311.39,316.39,309.93,315.46,"57,501,039"
108,07/28/2022,306.59,310.4,302.75,309.81,"55,139,941"
109,07/27/2022,299.04,308.54,298.46,306.81,"69,304,359"
110,07/26/2022,298.53,298.79,293.54,294.37,"50,074,121"
111,07/25/2022,302.02,302.5,298.22,300.27,"40,582,379"
112,07/22/2022,306.43,308.55,300.12,301.99,"57,127,719"
113,07/21/2022,303.5,307.44,300.78,307.38,"55,049,359"
114,07/20/2022,298.73,304.24,297.93,303.03,"67,769,430"
115,07/19/2022,293.11,298.6,291.47,298.3,"55,172,641"
116,07/18/2022,294.72,296.16,288.2,289.4,"59,519,578"
117,07/15/2022,289.73,291.98,288.08,291.87,"63,818,152"
118,07/14/2022,282.99,287.56,279.8,286.67,"63,741,840"
119,07/13/2022,280.6,288.05,280.02,285.65,"73,939,422"
120,07/12/2022,290.32,292.28,284.61,286.24,"55,797,090"
121,07/11/2022,292.88,293.11,288.14,289.04,"55,273,922"
122,07/08/2022,292.08,296.75,291.12,295.35,"59,895,480"
123,07/07/2022,289.63,295.7,289.63,294.98,"56,620,113"
124,07/06/2022,287.35,290.95,285.59,288.8,"63,194,719"
125,07/05/2022,278.31,287.08,276.75,286.96,"61,829,273"
126,07/01/2022,278.95,282.53,277.03,282.13,"56,675,113"
127,06/30/2022,280.75,283.94,275.78,280.28,"79,313,586"
128,06/29/2022,283.4,285.34,280.84,283.8,"57,302,727"
129,06/28/2022,293.0,295.65,283.35,283.54,"61,867,059"
130,06/27/2022,296.0,296.58,291.29,292.45,"54,151,449"
131,06/24/2022,287.74,295.04,287.5,294.61,"58,422,262"
132,06/23/2022,283.21,285.72,280.31,284.85,"57,457,801"
133,06/22/2022,278.52,285.18,277.91,280.67,"67,472,922"
134,06/21/2022,278.75,283.45,278.64,281.08,"51,633,738"
135,06/17/2022,272.18,277.19,270.51,274.69,"82,703,398"
136,06/16/2022,275.59,276.06,269.28,271.39,"81,910,305"
137,06/15/2022,279.42,286.83,276.61,282.8,"86,051,430"
138,06/14/2022,277.66,278.66,273.34,275.91,"64,697,520"
139,06/13/2022,279.75,282.34,274.53,275.41,"94,442,008"
140,06/10/2022,293.65,294.87,288.38,288.84,"85,963,453"
141,06/09/2022,305.91,309.05,299.23,299.4,"55,900,480"
142,06/08/2022,309.05,311.72,306.77,307.64,"38,342,059"
143,06/07/2022,303.81,310.67,302.69,309.87,"44,900,289"
144,06/06/2022,310.75,312.35,305.62,307.22,"51,785,008"
145,06/03/2022,309.03,310.47,304.92,306.2,"60,914,680"
146,06/02/2022,304.85,314.56,303.4,314.38,"59,291,328"
147,06/01/2022,310.47,312.65,303.73,306.0,"65,341,648"
148,05/31/2022,309.07,311.33,304.33,308.28,"60,968,328"
149,05/27/2022,302.54,309.25,302.42,309.1,"66,985,602"
150,05/26/2022,290.44,300.92,290.15,299.33,"59,462,230"
151,05/25/2022,285.71,293.39,285.5,291.26,"67,144,555"
152,05/24/2022,288.13,288.86,282.25,287.24,"73,491,117"
153,05/23/2022,289.75,293.87,287.29,293.48,"63,648,398"
154,05/20/2022,293.13,293.8,280.21,288.68,"91,764,172"
155,05/19/2022,289.29,294.39,287.58,289.58,"79,920,711"
156,05/18/2022,301.54,302.25,289.85,291.14,"79,477,109"
157,05/17/2022,304.45,306.56,300.55,306.17,"62,715,289"
158,05/16/2022,300.15,302.26,297.13,298.44,"59,190,434"
159,05/13/2022,295.72,303.0,294.08,301.94,"83,684,930"
160,05/12/2022,287.45,295.75,284.94,291.15,"120,910,898"
161,05/11/2022,298.44,304.09,290.95,291.84,"140,326,094"
162,05/10/2022,304.51,305.76,296.57,300.76,"124,124,602"
